Respondent,VisitedAOI,Dwell Start,Dwell End,Number of Fixations in Dwell,Number of Saccades in Dwell,Dwell Time
Anonymous 14-11-22 09h35m,SubFigure2,487783.809,488017.1146,0.0,4.0,233.3055999999633
Anonymous 14-11-22 09h35m,SubFigure1,488667.065,488725.3985,0.0,2.0,58.333500000007916
Anonymous 14-11-22 09h35m,SubFigure2,488725.3985,489283.6746,2.0,1.0,558.2761000000173
Anonymous 14-11-22 09h35m,SubFigure3,489283.6746,492141.6714,5.0,6.0,2857.9967999999644
Anonymous 14-11-22 09h35m,SubFigure2,492141.6714,492358.3285,1.0,1.0,216.65710000001127
Anonymous 14-11-22 09h35m,SubFigure3,492374.984,494008.136,5.0,5.0,1633.1520000000019
Anonymous 14-11-22 09h35m,Formula,494091.4594,494766.3754,3.0,2.0,674.9160000000265
Anonymous 14-11-22 09h35m,SubFigure3,494766.3754,495457.9811,2.0,2.0,691.6056999999564
Anonymous 14-11-22 09h35m,Figure,494766.3754,495457.9811,2.0,2.0,691.6056999999564
Anonymous 14-11-22 09h35m,Formula,495557.9643,496066.2431,1.0,0.0,508.27880000002915
Anonymous 14-11-22 09h35m,SubFigure3,496066.2431,496732.852,3.0,4.0,666.608899999992
Anonymous 14-11-22 09h35m,Figure,496066.2431,503673.7578,24.0,53.0,7607.5147
Anonymous 14-11-22 09h35m,SubFigure1,496741.1711,497682.7188,3.0,8.0,941.5476999999955
Anonymous 14-11-22 09h35m,SubFigure3,497691.0454,498499.3061,2.0,9.0,808.2606999999844
Anonymous 14-11-22 09h35m,SubFigure2,498549.2951,499382.5452,2.0,2.0,833.2501000000047
Anonymous 14-11-22 09h35m,SubFigure2,499432.5416,499799.165,1.0,5.0,366.6233999999822
Anonymous 14-11-22 09h35m,SubFigure1,499882.4726,500382.4219,2.0,1.0,499.9493000000366
Anonymous 14-11-22 09h35m,SubFigure1,500407.4542,501132.3531,2.0,2.0,724.8989000000292
Anonymous 14-11-22 09h35m,SubFigure3,501140.6747,501715.6143,2.0,7.0,574.9396000000415
Anonymous 14-11-22 09h35m,SubFigure2,501807.2606,501915.6352,1.0,1.0,108.37460000003921
Anonymous 14-11-22 09h35m,SubFigure1,501965.6271,502640.5418,2.0,4.0,674.914700000023
Anonymous 14-11-22 09h35m,SubFigure1,502690.5526,503115.4568,2.0,1.0,424.90419999998994
Anonymous 14-11-22 09h35m,SubFigure2,503115.4568,503657.0921,2.0,2.0,541.6353000000236
Anonymous 14-11-22 09h35m,SubFigure1,503715.3829,503873.7615,1.0,0.0,158.37859999999637
Anonymous 14-11-22 09h35m,Figure,503715.3829,505006.9282,5.0,6.0,1291.545299999998
Anonymous 14-11-22 09h35m,SubFigure1,503898.7484,504132.0048,1.0,0.0,233.25640000001295
Anonymous 14-11-22 09h35m,SubFigure2,504165.345,505006.9282,3.0,4.0,841.5832000000519
Anonymous 14-11-22 09h35m,SubFigure3,505256.8794,506115.1366,3.0,4.0,858.257200000051
Anonymous 14-11-22 09h35m,Figure,505256.8794,506115.1366,3.0,4.0,858.257200000051
Anonymous 14-11-22 09h35m,Formula,506148.4894,506298.4326,1.0,0.0,149.9431999999797
Anonymous 14-11-22 09h35m,Paragraph2,506415.0894,506706.7797,2.0,2.0,291.6903000000166
Anonymous 14-11-22 09h35m,Text_Area,506415.0894,508386.9241,9.0,19.0,1971.8347000000067
Anonymous 14-11-22 09h35m,Paragraph1,506706.7797,507015.0191,1.0,3.0,308.2393999999622
Anonymous 14-11-22 09h35m,Paragraph5,507031.6819,507398.3124,2.0,2.0,366.6304999999702
Anonymous 14-11-22 09h35m,Paragraph5,507440.0088,507856.6005,3.0,3.0,416.59169999998994
Anonymous 14-11-22 09h35m,Paragraph4,508078.6711,508286.9881,0.0,5.0,208.31700000003912
Anonymous 14-11-22 09h35m,Paragraph2,508403.6148,508545.2671,1.0,0.0,141.6523000000161
Anonymous 14-11-22 09h35m,Text_Area,508403.6148,512019.8599,14.0,25.0,3616.2451
Anonymous 14-11-22 09h35m,Paragraph1,508545.2671,509036.8944,2.0,3.0,491.62729999999283
Anonymous 14-11-22 09h35m,Paragraph5,509111.8549,509286.8469,1.0,1.0,174.99200000002747
Anonymous 14-11-22 09h35m,Paragraph6,509295.181,511128.3031,6.0,15.0,1833.1221000000369
Anonymous 14-11-22 09h35m,Paragraph5,511136.6391,511344.9342,1.0,2.0,208.29510000004666
Anonymous 14-11-22 09h35m,Paragraph4,511436.5915,512019.8599,3.0,2.0,583.2684000000008
Anonymous 14-11-22 09h35m,SubFigure1,512019.8599,512311.4909,1.0,1.0,291.63099999999395
Anonymous 14-11-22 09h35m,Figure,512019.8599,513211.3987,4.0,4.0,1191.5388000000385
Anonymous 14-11-22 09h35m,SubFigure2,512344.8194,512869.79,2.0,1.0,524.9706000000006
Anonymous 14-11-22 09h35m,SubFigure3,512903.1218,513211.3987,1.0,0.0,308.2768999999971
Anonymous 14-11-22 09h35m,Formula,513261.4361,513594.7406,2.0,1.0,333.3045000000275
Anonymous 14-11-22 09h35m,Figure,513594.7406,513694.7272,0.0,1.0,99.98660000000382
Anonymous 14-11-22 09h35m,SubFigure1,516794.3293,517802.6061,1.0,4.0,1008.2767999999924
Anonymous 14-11-22 09h35m,Figure,516794.3293,517802.6061,1.0,4.0,1008.2767999999924
Anonymous 14-11-22 09h35m,Paragraph6,518152.5132,518260.8337,0.0,3.0,108.32050000003073
Anonymous 14-11-22 09h35m,Text_Area,518152.5132,518260.8337,0.0,3.0,108.32050000003073
Anonymous 17-11-22 21h53m,Paragraph4,181.3684,214.7255,0.0,1.0,33.3571
Anonymous 17-11-22 21h53m,Text_Area,181.3684,214.7255,0.0,1.0,33.3571
Anonymous 17-11-22 21h53m,Figure,214.7255,439.6879,1.0,0.0,224.9624
Anonymous 17-11-22 21h53m,Text_Area,439.6879,6055.7259,13.0,13.0,5616.0380000000005
Anonymous 17-11-22 21h53m,Paragraph2,498.0258,622.9974,1.0,0.0,124.97159999999997
Anonymous 17-11-22 21h53m,Paragraph1,622.9974,5847.4176,11.0,11.0,5224.4202
Anonymous 17-11-22 21h53m,Paragraph1,5864.1035,6055.7259,1.0,0.0,191.6224000000002
Anonymous 17-11-22 21h53m,Paragraph1,6072.3775,6847.3241,1.0,1.0,774.9466000000002
Anonymous 17-11-22 21h53m,Text_Area,6072.3775,6847.3241,1.0,1.0,774.9466000000002
Anonymous 17-11-22 21h53m,Text_Area,6938.9672,11971.7214,10.0,9.0,5032.7542
Anonymous 17-11-22 21h53m,Paragraph1,7930.5332,11971.7214,9.0,9.0,4041.1882000000005
Anonymous 17-11-22 21h53m,Paragraph1,11988.3851,21487.3542,20.0,21.0,9498.969100000002
Anonymous 17-11-22 21h53m,Text_Area,11988.3851,29386.4553,36.0,39.0,17398.070200000002
Anonymous 17-11-22 21h53m,Paragraph1,21662.3236,28236.641,13.0,13.0,6574.3174
Anonymous 17-11-22 21h53m,Paragraph1,28686.5499,29311.4567,2.0,2.0,624.906799999997
Anonymous 17-11-22 21h53m,Figure,29386.4553,56733.4251,50.0,66.0,27346.9698
Anonymous 17-11-22 21h53m,SubFigure1,29686.4284,33444.3409,11.0,16.0,3757.912500000002
Anonymous 17-11-22 21h53m,SubFigure1,33919.3216,39027.0546,13.0,17.0,5107.733
Anonymous 17-11-22 21h53m,SubFigure1,39235.3717,56733.4251,24.0,32.0,17498.053399999997
Anonymous 17-11-22 21h53m,Text_Area,56733.4251,57233.4064,0.0,2.0,499.98129999999946
Anonymous 17-11-22 21h53m,SubFigure1,57233.4064,58166.6262,4.0,2.0,933.2197999999989
Anonymous 17-11-22 21h53m,Figure,57233.4064,58166.6262,4.0,2.0,933.2197999999989
Anonymous 17-11-22 21h53m,Text_Area,58166.6262,58241.5859,0.0,1.0,74.95969999999943
Anonymous 17-11-22 21h53m,SubFigure1,58766.5586,59108.1353,1.0,2.0,341.5767000000051
Anonymous 17-11-22 21h53m,Figure,58766.5586,60074.7112,5.0,5.0,1308.1526000000013
Anonymous 17-11-22 21h53m,SubFigure2,59108.1353,59499.7583,2.0,1.0,391.6229999999996
Anonymous 17-11-22 21h53m,SubFigure1,59499.7583,60074.7112,2.0,2.0,574.9528999999966
Anonymous 17-11-22 21h53m,Text_Area,60074.7112,70398.5443,34.0,38.0,10323.833099999996
Anonymous 17-11-22 21h53m,Paragraph3,60141.3687,64074.302,13.0,15.0,3932.9333000000042
Anonymous 17-11-22 21h53m,Paragraph3,64182.5977,67882.1854,11.0,11.0,3699.5877000000037
Anonymous 17-11-22 21h53m,Paragraph3,67907.1963,70273.5604,9.0,9.0,2366.364100000006
Anonymous 17-11-22 21h53m,SubFigure1,70406.9208,70890.2066,2.0,2.0,483.28579999999783
Anonymous 17-11-22 21h53m,Figure,70406.9208,72581.6486,6.0,8.0,2174.7277999999933
Anonymous 17-11-22 21h53m,SubFigure2,70890.2066,72223.3894,3.0,5.0,1333.182799999995
Anonymous 17-11-22 21h53m,SubFigure1,72256.6706,72581.6486,1.0,0.0,324.9780000000028
Anonymous 17-11-22 21h53m,Text_Area,72581.6486,73139.9198,2.0,3.0,558.2712000000029
Anonymous 17-11-22 21h53m,Paragraph3,72656.6259,73056.6098,2.0,1.0,399.98390000000654
Anonymous 17-11-22 21h53m,SubFigure1,73139.9198,73289.9057,1.0,0.0,149.98589999999967
Anonymous 17-11-22 21h53m,Figure,73139.9198,76272.9019,8.0,10.0,3132.982099999994
Anonymous 17-11-22 21h53m,SubFigure2,73306.569,75306.3394,3.0,2.0,1999.770399999994
Anonymous 17-11-22 21h53m,SubFigure1,75389.6798,76272.9019,4.0,6.0,883.222099999999
Anonymous 17-11-22 21h53m,Text_Area,76272.9019,86021.8736,30.0,34.0,9748.97170000001
Anonymous 17-11-22 21h53m,Paragraph3,76356.251,85938.5088,30.0,32.0,9582.257799999992
Anonymous 17-11-22 21h53m,SubFigure1,86021.8736,86446.7599,2.0,1.0,424.8862999999983
Anonymous 17-11-22 21h53m,Figure,86021.8736,133116.5984,99.0,122.0,47094.72479999998
Anonymous 17-11-22 21h53m,SubFigure2,86538.4306,87646.6352,4.0,5.0,1108.2045999999973
Anonymous 17-11-22 21h53m,SubFigure2,87913.262,87979.9403,0.0,2.0,66.67829999999958
Anonymous 17-11-22 21h53m,SubFigure2,87996.644,92454.4356,7.0,6.0,4457.791599999997
Anonymous 17-11-22 21h53m,SubFigure1,92487.7817,92654.4579,1.0,0.0,166.67619999998715
Anonymous 17-11-22 21h53m,SubFigure2,92687.7468,121292.8999,58.0,68.0,28605.15310000001
Anonymous 17-11-22 21h53m,SubFigure2,121342.9273,132766.6309,24.0,33.0,11423.703599999993
Anonymous 17-11-22 21h53m,SubFigure1,132766.6309,133116.5984,2.0,1.0,349.96749999999884
Anonymous 17-11-22 21h53m,Text_Area,133116.5984,147498.3095,50.0,60.0,14381.711100000015
Anonymous 17-11-22 21h53m,Paragraph2,133174.9457,133324.9557,1.0,0.0,150.0099999999802
Anonymous 17-11-22 21h53m,Paragraph1,133324.9557,133366.5663,0.0,1.0,41.61060000001453
Anonymous 17-11-22 21h53m,Paragraph3,133383.2327,133583.2136,1.0,1.0,199.98089999999502
Anonymous 17-11-22 21h53m,Paragraph5,133599.8736,134199.798,2.0,2.0,599.9244000000181
Anonymous 17-11-22 21h53m,Paragraph5,134224.8111,137366.1265,12.0,13.0,3141.3154000000213
Anonymous 17-11-22 21h53m,Paragraph5,137474.4453,138132.6802,2.0,3.0,658.2349000000104
Anonymous 17-11-22 21h53m,Paragraph5,138166.0275,139465.8973,5.0,8.0,1299.869800000015
Anonymous 17-11-22 21h53m,Paragraph5,139657.5575,140799.0682,2.0,2.0,1141.5107000000135
Anonymous 17-11-22 21h53m,Paragraph3,140832.396,141074.032,1.0,1.0,241.6359999999986
Anonymous 17-11-22 21h53m,Paragraph1,141090.7244,141249.0287,1.0,1.0,158.30429999998887
Anonymous 17-11-22 21h53m,Paragraph2,141282.3428,141765.6309,2.0,1.0,483.2880999999761
Anonymous 17-11-22 21h53m,Paragraph1,141765.6309,142423.8712,2.0,3.0,658.2403000000049
Anonymous 17-11-22 21h53m,Paragraph2,142423.8712,146173.4668,13.0,12.0,3749.5956000000006
Anonymous 17-11-22 21h53m,Paragraph1,146173.4668,147498.3095,5.0,5.0,1324.8427000000083
Anonymous 17-11-22 21h53m,Paragraph1,147515.007,149073.1876,3.0,3.0,1558.1805999999924
Anonymous 17-11-22 21h53m,Text_Area,147515.007,149073.1876,3.0,3.0,1558.1805999999924
Anonymous 17-11-22 21h53m,Paragraph1,149098.1436,156130.6932,22.0,24.0,7032.5495999999985
Anonymous 17-11-22 21h53m,Text_Area,149098.1436,189501.9868,114.0,119.0,40403.8432
Anonymous 17-11-22 21h53m,Paragraph2,156130.6932,182111.1607,73.0,74.0,25980.4675
Anonymous 17-11-22 21h53m,Paragraph4,182111.1607,182352.7893,1.0,0.0,241.62859999999637
Anonymous 17-11-22 21h53m,Paragraph3,182352.7893,189501.9868,18.0,21.0,7149.197500000009
Anonymous 17-11-22 21h53m,SubFigure2,189626.9819,189793.6984,1.0,2.0,166.71649999998044
Anonymous 17-11-22 21h53m,Figure,189626.9819,189793.6984,1.0,2.0,166.71649999998044
Anonymous 17-11-22 21h53m,Text_Area,189793.6984,204483.662,49.0,63.0,14689.963600000017
Anonymous 17-11-22 21h53m,Paragraph3,189893.6254,190043.6104,1.0,0.0,149.98500000001513
Anonymous 17-11-22 21h53m,Paragraph5,190068.6412,190193.6033,1.0,1.0,124.96209999997518
Anonymous 17-11-22 21h53m,Paragraph4,190235.2644,190368.5567,1.0,0.0,133.29230000000098
Anonymous 17-11-22 21h53m,Paragraph4,190426.9113,190643.5382,1.0,0.0,216.62690000000293
Anonymous 17-11-22 21h53m,Paragraph3,190701.8852,190885.1782,1.0,1.0,183.29300000000512
Anonymous 17-11-22 21h53m,Paragraph2,190926.8444,191210.1282,1.0,1.0,283.2838000000047
Anonymous 17-11-22 21h53m,Paragraph4,191443.4363,191576.7669,1.0,1.0,133.3305999999866
Anonymous 17-11-22 21h53m,Paragraph4,191610.1255,191843.4427,1.0,0.0,233.3172000000195
Anonymous 17-11-22 21h53m,Paragraph4,191860.0861,191968.4023,1.0,1.0,108.31620000000112
Anonymous 17-11-22 21h53m,Paragraph4,192060.0811,204483.662,39.0,49.0,12423.5809
Anonymous 17-11-22 21h53m,Formula,204550.3202,207924.9598,14.0,16.0,3374.639600000024
Anonymous 17-11-22 21h53m,Text_Area,207924.9598,208041.6267,0.0,1.0,116.66689999998198
Anonymous 17-11-22 21h53m,Formula,208416.5924,217240.597,24.0,31.0,8824.004600000015
Anonymous 17-11-22 21h53m,SubFigure1,217257.2553,218448.8285,5.0,6.0,1191.5732000000135
Anonymous 17-11-22 21h53m,Figure,217257.2553,218507.1053,5.0,7.0,1249.8500000000058
Anonymous 17-11-22 21h53m,Formula,218507.1053,218923.758,2.0,2.0,416.652700000006
Anonymous 17-11-22 21h53m,SubFigure1,219032.0855,221315.1276,4.0,7.0,2283.0421000000206
Anonymous 17-11-22 21h53m,Figure,219032.0855,221398.4519,4.0,8.0,2366.366399999999
Anonymous 17-11-22 21h53m,Formula,221398.4519,221906.7513,1.0,0.0,508.29940000001807
Anonymous 17-11-22 21h53m,SubFigure1,221965.0805,222565.018,3.0,3.0,599.9375
Anonymous 17-11-22 21h53m,Figure,221965.0805,222631.6497,3.0,4.0,666.5691999999981
Anonymous 17-11-22 21h53m,Figure,222756.6639,223098.2787,2.0,3.0,341.6147999999812
Anonymous 17-11-22 21h53m,SubFigure1,222789.9791,223098.2787,2.0,2.0,308.29959999999846
Anonymous 17-11-22 21h53m,Formula,223173.284,227331.1579,13.0,14.0,4157.873899999977
Anonymous 17-11-22 21h53m,Figure,227381.149,227481.1128,1.0,0.0,99.96379999999772
Anonymous 17-11-22 21h53m,Formula,227522.7991,228422.6962,3.0,3.0,899.897100000002
Anonymous 17-11-22 21h53m,Text_Area,228589.3778,233455.4543,18.0,18.0,4866.076500000025
Anonymous 17-11-22 21h53m,Paragraph5,228905.9733,229205.937,1.0,0.0,299.96369999999297
Anonymous 17-11-22 21h53m,Paragraph3,229222.5943,229914.2492,3.0,2.0,691.6548999999941
Anonymous 17-11-22 21h53m,Paragraph4,229947.5562,230189.1595,1.0,0.0,241.60330000001704
Anonymous 17-11-22 21h53m,Paragraph3,230230.821,233038.9037,10.0,8.0,2808.082699999999
Anonymous 17-11-22 21h53m,Paragraph5,233055.4936,233222.1617,1.0,0.0,166.66810000000987
Anonymous 17-11-22 21h53m,Paragraph4,233263.8742,233455.4543,1.0,0.0,191.58010000002105
Anonymous 17-11-22 21h53m,Formula,233547.1375,234430.3712,4.0,5.0,883.2336999999825
Anonymous 17-11-22 21h53m,Paragraph5,234538.6902,235096.9619,2.0,2.0,558.271699999983
Anonymous 17-11-22 21h53m,Text_Area,234538.6902,237721.6604,10.0,12.0,3182.9701999999816
Anonymous 17-11-22 21h53m,Paragraph5,235355.2398,235538.583,1.0,0.0,183.34320000000298
Anonymous 17-11-22 21h53m,Paragraph5,235555.2336,237655.0157,6.0,6.0,2099.782099999982
Anonymous 17-11-22 21h53m,SubFigure2,237721.6604,238046.6401,2.0,1.0,324.9796999999962
Anonymous 17-11-22 21h53m,Figure,237721.6604,238046.6401,2.0,1.0,324.9796999999962
Anonymous 17-11-22 21h53m,Text_Area,238046.6401,247545.5867,31.0,46.0,9498.946600000025
Anonymous 17-11-22 21h53m,Paragraph5,238188.2596,245845.7625,26.0,37.0,7657.502900000021
Anonymous 17-11-22 21h53m,Paragraph5,245970.7466,247453.9152,5.0,6.0,1483.1685999999754
Anonymous 17-11-22 21h53m,SubFigure2,247545.5867,248120.4946,3.0,5.0,574.9078999999911
Anonymous 17-11-22 21h53m,Figure,247545.5867,276892.3424,72.0,101.0,29346.75570000001
Anonymous 17-11-22 21h53m,SubFigure2,248345.5125,248803.7513,1.0,2.0,458.2387999999919
Anonymous 17-11-22 21h53m,SubFigure3,248803.7513,249095.419,1.0,1.0,291.6676999999909
Anonymous 17-11-22 21h53m,SubFigure2,249095.419,256161.285,17.0,30.0,7065.866000000009
Anonymous 17-11-22 21h53m,SubFigure3,256177.955,275442.4909,46.0,49.0,19264.535899999988
Anonymous 17-11-22 21h53m,SubFigure2,275442.4909,275717.5066,1.0,2.0,275.0157000000472
Anonymous 17-11-22 21h53m,SubFigure3,275734.1619,276592.3481,3.0,7.0,858.1861999999965
Anonymous 17-11-22 21h53m,SubFigure2,276600.6964,276709.0328,0.0,2.0,108.33639999997104
Anonymous 17-11-22 21h53m,Text_Area,276933.9923,291132.4226,45.0,119.0,14198.430300000007
Anonymous 17-11-22 21h53m,Paragraph5,276958.9928,277042.3154,1.0,0.0,83.32260000001406
Anonymous 17-11-22 21h53m,Paragraph6,277067.295,277600.5841,1.0,0.0,533.2890999999945
Anonymous 17-11-22 21h53m,Paragraph6,277867.2533,278842.1004,5.0,6.0,974.8471000000136
Anonymous 17-11-22 21h53m,Paragraph6,278892.131,281708.4795,10.0,16.0,2816.348500000022
Anonymous 17-11-22 21h53m,Paragraph6,281783.4684,281958.4482,1.0,2.0,174.97979999997187
Anonymous 17-11-22 21h53m,Paragraph6,282200.1516,285416.3742,12.0,30.0,3216.2226000000373
Anonymous 17-11-22 21h53m,Paragraph6,285474.7462,285808.0317,1.0,3.0,333.28549999999814
Anonymous 17-11-22 21h53m,Paragraph6,285858.0086,286049.6377,0.0,3.0,191.62910000002012
Anonymous 17-11-22 21h53m,Paragraph6,286107.9702,289824.2529,11.0,29.0,3716.2827000000398
Anonymous 17-11-22 21h53m,Paragraph6,289857.5648,290040.9221,0.0,3.0,183.3573000000324
Anonymous 17-11-22 21h53m,Paragraph6,290082.5301,291132.4226,2.0,14.0,1049.8925000000163
Anonymous 17-11-22 21h53m,SubFigure1,291132.4226,291857.3279,3.0,5.0,724.905299999984
Anonymous 17-11-22 21h53m,Figure,291132.4226,291857.3279,3.0,5.0,724.905299999984
Anonymous 17-11-22 21h53m,Text_Area,291857.3279,309888.6867,62.0,151.0,18031.358800000045
Anonymous 17-11-22 21h53m,Paragraph6,291965.6785,293973.7636,8.0,18.0,2008.0851000000257
Anonymous 17-11-22 21h53m,Paragraph6,294040.447,295881.9019,7.0,18.0,1841.4549000000115
Anonymous 17-11-22 21h53m,Paragraph5,295973.5799,295998.6107,0.0,1.0,25.03080000000773
Anonymous 17-11-22 21h53m,Paragraph6,295998.6107,296148.575,1.0,0.0,149.96429999999236
Anonymous 17-11-22 21h53m,Paragraph5,296781.798,296806.7928,0.0,1.0,24.994799999985844
Anonymous 17-11-22 21h53m,Paragraph6,297406.7494,298823.2353,6.0,6.0,1416.4859000000288
Anonymous 17-11-22 21h53m,Paragraph6,298881.5737,299056.5759,1.0,3.0,175.00219999998808
Anonymous 17-11-22 21h53m,Paragraph6,299098.212,299481.5193,0.0,7.0,383.30729999998584
Anonymous 17-11-22 21h53m,Paragraph6,299506.4995,299881.47,2.0,1.0,374.9704999999958
Anonymous 17-11-22 21h53m,Paragraph6,299973.1194,300148.0951,0.0,4.0,174.97569999995176
Anonymous 17-11-22 21h53m,Paragraph6,300306.396,301831.26,4.0,16.0,1524.8640000000014
Anonymous 17-11-22 21h53m,Paragraph6,301939.5622,302781.1625,3.0,7.0,841.600299999991
Anonymous 17-11-22 21h53m,Paragraph6,302806.1254,303489.4053,3.0,5.0,683.279899999965
Anonymous 17-11-22 21h53m,Paragraph4,303556.0534,303597.6988,0.0,1.0,41.645400000037625
Anonymous 17-11-22 21h53m,Paragraph6,303606.0462,305905.8276,9.0,13.0,2299.7814000000362
Anonymous 17-11-22 21h53m,Paragraph6,305997.4481,309888.6867,14.0,26.0,3891.2386000000406
Anonymous 17-11-22 21h53m,Figure,309888.6867,311721.8307,6.0,10.0,1833.1439999999711
Anonymous 17-11-22 21h53m,SubFigure1,309947.0475,310363.6504,1.0,0.0,416.60289999999804
Anonymous 17-11-22 21h53m,SubFigure2,310421.9481,310613.6352,1.0,3.0,191.6871000000392
Anonymous 17-11-22 21h53m,SubFigure1,310621.9835,311555.1854,3.0,4.0,933.2019000000437
Anonymous 17-11-22 21h53m,SubFigure2,311571.885,311721.8307,1.0,0.0,149.94569999998203
Anonymous 17-11-22 21h53m,Formula,311813.4577,311946.8093,1.0,2.0,133.3515999999945
Anonymous 17-11-22 21h53m,Paragraph6,312921.6963,312946.7062,0.0,1.0,25.009900000004563
Anonymous 17-11-22 21h53m,Text_Area,312921.6963,313088.3302,0.0,5.0,166.63390000001527
Anonymous 17-11-22 21h53m,SubFigure1,313104.9825,313629.949,1.0,1.0,524.9665000000386
Anonymous 17-11-22 21h53m,Figure,313104.9825,313654.9672,1.0,2.0,549.98470000003
Anonymous 17-11-22 21h53m,Text_Area,315004.8026,315279.7602,1.0,2.0,274.9576000000234
