,FixID,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Paragraph1,Paragraph2,Paragraph3,Paragraph4,Paragraph5,Paragraph6,Text_Area,SubFigure1,SubFigure2,SubFigure3,Figure,Formula
193,194.0,1507.4166,704.3334,216797.6789,216872.6701,74.9912,0.1426,0,0,0,0,0,0,0,0,1,0,1,0
194,195.0,1503.7147,663.2609,219430.7801,219630.7708,199.9907,0.3388,0,0,0,0,0,0,0,0,1,0,1,0
195,196.0,825.2012,466.2942,220113.9983,220205.6868,91.6885,0.083,0,0,0,1,0,0,1,0,0,0,0,0
196,197.0,660.7505,425.7469,220338.9537,220405.6262,66.6725,0.0866,0,0,0,1,0,0,1,0,0,0,0,0
197,198.0,738.0604,410.6221,224471.8617,224563.4853,91.6236,0.2024,0,0,0,1,0,0,1,0,0,0,0,0
198,199.0,215.2498,444.5,227288.1823,227371.5069,83.3246,0.1819,0,0,1,0,0,0,1,0,0,0,0,0
199,200.0,214.0002,250.9992,234445.7579,234520.7226,74.9647,0.1301,1,0,0,0,0,0,1,0,0,0,0,0
200,201.0,214.1999,615.4487,256443.3204,256543.2998,99.9794,0.2367,0,0,0,0,1,0,1,0,0,0,0,0
201,202.0,1661.264,399.9994,269325.2405,269475.1842,149.9437,0.3385,0,0,0,0,0,0,0,0,0,1,1,0
202,203.0,1716.5,392.75,269591.85,269658.5423,66.6923,0.1573,0,0,0,0,0,0,0,0,0,1,1,0
203,204.0,1676.8335,454.3992,269891.8239,270041.7904,149.9665,0.1888,0,0,0,0,0,0,0,0,0,1,1,0
204,205.0,153.0584,616.8309,271874.9314,272183.2293,308.2979,0.2887,0,0,0,0,1,0,1,0,0,0,0,0
205,206.0,408.1057,591.3922,272283.2658,272408.2119,124.946,0.2945,0,0,0,0,1,0,1,0,0,0,0,0
206,207.0,431.9983,568.3332,272483.2037,272591.5248,108.3211,0.2941,0,0,0,0,0,0,1,0,0,0,0,0
207,208.0,173.5377,611.8552,272683.1941,272874.8488,191.6547,0.2071,0,0,0,0,1,0,1,0,0,0,0,0
208,209.0,393.9781,588.3703,273158.1606,273349.7963,191.6357,0.2054,0,0,0,0,1,0,1,0,0,0,0,0
209,210.0,1419.4935,429.7036,274316.3198,274391.3077,74.9879,0.0948,0,0,0,0,0,0,0,0,1,0,1,0
210,211.0,1469.6868,534.0012,284165.3085,284265.2264,99.9178,0.1153,0,0,0,0,0,0,0,0,1,0,1,0
211,212.0,1520.3497,647.5289,289622.9744,289931.2755,308.3011,0.3767,0,0,0,0,0,0,0,0,1,0,1,0
212,213.0,1506.9297,612.1876,290039.6174,290231.222,191.6046,0.2672,0,0,0,0,0,0,0,0,1,0,1,0
213,214.0,1486.1292,579.7106,290239.5555,290564.5395,324.98400000000004,0.2029,0,0,0,0,0,0,0,0,1,0,1,0
214,215.0,441.1206,598.0982,291464.46,291672.768,208.3079,0.1587,0,0,0,0,1,0,1,0,0,0,0,0
215,216.0,215.4642,630.8449,291764.4041,291931.0347,166.6306,0.1282,0,0,0,0,1,0,1,0,0,0,0,0
216,217.0,285.6875,619.75,292006.0461,292072.7048,66.6587,0.10099999999999999,0,0,0,0,1,0,1,0,0,0,0,0
217,218.0,313.8001,625.6001,292089.351,292206.0224,116.6714,0.1517,0,0,0,0,1,0,1,0,0,0,0,0
218,219.0,399.7107,616.7407,292256.0376,292655.9561,399.9186,0.3234,0,0,0,0,1,0,1,0,0,0,0,0
219,220.0,1439.8333,443.4333,292755.9596,292914.2745,158.3149,0.1225,0,0,0,0,0,0,0,0,1,0,1,0
220,221.0,1474.5777,442.4447,293089.2513,293414.2068,324.9555,0.3269,0,0,0,0,0,0,0,0,1,0,1,0
221,222.0,1497.1725,437.97900000000004,293839.1802,294039.137,199.9568,0.2641,0,0,0,0,0,0,0,0,1,0,1,0
222,223.0,1490.0417,445.5417,294114.1694,294214.1608,99.9913,0.201,0,0,0,0,0,0,0,0,1,0,1,0
223,224.0,1490.875,442.5749,294547.4143,294939.0426,391.6282,0.2048,0,0,0,0,0,0,0,0,1,0,1,0
224,225.0,1497.1562,492.6378,295355.6549,295572.3008,216.6459,0.185,0,0,0,0,0,0,0,0,1,0,1,0
225,226.0,1468.1,493.75,295680.6206,295763.9975,83.3769,0.16399999999999998,0,0,0,0,0,0,0,0,1,0,1,0
226,227.0,1479.3569,493.624,295888.9358,295997.2842,108.3484,0.1996,0,0,0,0,0,0,0,0,1,0,1,0
227,228.0,252.8328,683.6659,299813.5443,299888.5075,74.9631,0.1561,0,0,0,0,1,0,1,0,0,0,0,0
228,229.0,1483.9952,531.15,301563.3226,301779.9485,216.6259,0.2862,0,0,0,0,0,0,0,0,1,0,1,0
229,230.0,1500.6483,569.8909,301813.2764,301921.7029,108.4266,0.2875,0,0,0,0,0,0,0,0,1,0,1,0
230,231.0,353.9999,685.0003,305296.2369,305412.901,116.6641,0.172,0,0,0,0,1,0,1,0,0,0,0,0
231,232.0,436.4292,637.0546,305462.8935,305687.8654,224.9719,0.212,0,0,0,0,1,0,1,0,0,0,0,0
232,233.0,154.0778,669.4997,306137.8337,306212.7899,74.9562,0.1991,0,0,0,0,1,0,1,0,0,0,0,0
233,234.0,249.8154,675.0625,306396.1258,306487.8134,91.6876,0.1221,0,0,0,0,1,0,1,0,0,0,0,0
234,235.0,256.7114,647.7133,306737.7424,306821.0874,83.3451,0.2548,0,0,0,0,1,0,1,0,0,0,0,0
235,236.0,193.4216,650.5773,307412.6638,307654.3124,241.6486,0.217,0,0,0,0,1,0,1,0,0,0,0,0
236,237.0,192.2086,684.8751,309437.447,309562.4195,124.9726,0.1134,0,0,0,0,1,0,1,0,0,0,0,0
237,238.0,156.8944,677.2294,319786.2906,320002.971,216.6804,0.33399999999999996,0,0,0,0,1,0,1,0,0,0,0,0
238,239.0,136.0978,679.0942,320927.8649,321036.1571,108.2923,0.2399,0,0,0,0,1,0,1,0,0,0,0,0
239,240.0,211.6608,672.9129,321186.1365,321361.1608,175.0243,0.305,0,0,0,0,1,0,1,0,0,0,0,0
240,241.0,314.7773,681.0555,321436.1652,321536.1001,99.935,0.1919,0,0,0,0,1,0,1,0,0,0,0,0
241,242.0,1438.0004,762.125,325131.7683,325215.0905,83.3222,0.29,0,0,0,0,0,0,0,0,1,0,1,0
242,243.0,1422.5404,771.9331,325290.0954,325581.7149,291.6196,0.2744,0,0,0,0,0,0,0,0,1,0,1,0
243,244.0,1471.2072,763.5313,325656.7259,326131.6495,474.9235,0.2986,0,0,0,0,0,0,0,0,1,0,1,0
244,245.0,1513.0656,760.0862,326248.3203,326531.6129,283.2926,0.2399,0,0,0,0,0,0,0,0,1,0,1,0
245,246.0,1480.4545,759.0455,326548.2976,326639.9611,91.6635,0.1618,0,0,0,0,0,0,0,0,1,0,1,0
246,247.0,1550.096,779.0135,326664.9452,326864.891,199.9459,0.2643,0,0,0,0,0,0,0,0,1,0,1,0
247,248.0,1484.3981,784.6026,326981.5528,327939.7872,958.2344,0.4193,0,0,0,0,0,0,0,0,1,0,1,0
248,249.0,1561.1570000000002,766.9808,327981.4738,328223.1337,241.6599,0.2574,0,0,0,0,0,0,0,0,1,0,1,0
249,250.0,1276.8387,488.3622,328406.3893,328639.6956,233.3063,0.2618,0,0,0,0,0,0,0,1,0,0,1,0
250,251.0,1463.5317,762.0487,328706.3547,328956.3814,250.0266,0.2468,0,0,0,0,0,0,0,0,1,0,1,0
251,252.0,1522.1,769.6,329031.3184,329156.3059,124.9876,0.1754,0,0,0,0,0,0,0,0,1,0,1,0
252,253.0,1290.5675,487.0144,329339.6928,329747.9172,408.2245,0.33899999999999997,0,0,0,0,0,0,0,1,0,0,1,0
253,254.0,1279.9985,609.3779,329772.9028,330097.9169,325.014,0.3426,0,0,0,0,0,0,0,1,0,0,1,0
254,255.0,1434.309,761.0557,330131.2507,330389.5446,258.29400000000004,0.3638,0,0,0,0,0,0,0,0,1,0,1,0
255,256.0,1508.5149,769.7917,330631.1434,330814.4758,183.3324,0.3648,0,0,0,0,0,0,0,0,1,0,1,0
256,257.0,1539.3778,775.6681,330981.1048,331306.0865,324.9817,0.2691,0,0,0,0,0,0,0,0,1,0,1,0
257,258.0,1513.7507,748.5505,331456.0571,331597.7142,141.6571,0.2079,0,0,0,0,0,0,0,0,1,0,1,0
258,259.0,1463.3485,765.8504,331672.7227,331789.3509,116.6282,0.2676,0,0,0,0,0,0,0,0,1,0,1,0
259,260.0,1507.0162,772.2637,332106.0125,332256.016,150.0035,0.2436,0,0,0,0,0,0,0,0,1,0,1,0
260,261.0,1461.6002,786.4054,332505.9366,332639.3396,133.403,0.3179,0,0,0,0,0,0,0,0,1,0,1,0
261,262.0,1561.3221,780.8422,332705.9269,332880.9371,175.0102,0.3012,0,0,0,0,0,0,0,0,1,0,1,0
262,263.0,1523.4424,753.5573,333005.9149,333155.8618,149.947,0.1783,0,0,0,0,0,0,0,0,1,0,1,0
263,264.0,1526.6178,631.726,333247.5474,333580.8458,333.2984,0.2483,0,0,0,0,0,0,0,0,1,0,1,0
264,265.0,1563.3205,697.7537,333680.8208,333847.5018,166.68099999999998,0.1973,0,0,0,0,0,0,0,0,1,0,1,0
265,266.0,1511.4757,783.9085,333914.1528,334055.7714,141.6186,0.1959,0,0,0,0,0,0,0,0,1,0,1,0
266,267.0,1476.4956,767.5060000000001,334072.4297,334155.7527,83.323,0.1857,0,0,0,0,0,0,0,0,1,0,1,0
267,268.0,1458.1849,517.6635,334255.7412,334330.7934,75.0521,0.2329,0,0,0,0,0,0,0,0,1,0,1,0
268,269.0,1482.7177,502.9935,334455.7342,334780.6979,324.9637,0.2513,0,0,0,0,0,0,0,0,1,0,1,0
269,270.0,1505.8027,549.2028,334814.0502,334914.0391,99.9888,0.2838,0,0,0,0,0,0,0,0,1,0,1,0
270,271.0,1534.1994,564.3106,334930.668,335014.0161,83.3481,0.1906,0,0,0,0,0,0,0,0,1,0,1,0
271,272.0,1429.884,444.6402,335055.6528,335313.9663,258.3135,0.1763,0,0,0,0,0,0,0,0,1,0,1,0
272,273.0,1443.0773,730.8465,335455.61,335630.6422,175.0322,0.2173,0,0,0,0,0,0,0,0,1,0,1,0
273,274.0,1465.5513,760.6684,335647.2998,335905.6215,258.3217,0.2685,0,0,0,0,0,0,0,0,1,0,1,0
274,275.0,1479.0,527.96,336072.2106,336280.5332,208.3226,0.2274,0,0,0,0,0,0,0,0,1,0,1,0
275,276.0,1523.6629,592.1661,336322.198,336422.1683,99.9703,0.3561,0,0,0,0,0,0,0,0,1,0,1,0
276,277.0,1525.6,592.5333,336505.4978,336630.5168,125.0189,0.2842,0,0,0,0,0,0,0,0,1,0,1,0
277,278.0,1542.6555,629.3969999999999,336655.5043,336947.1239,291.6196,0.2201,0,0,0,0,0,0,0,0,1,0,1,0
278,279.0,1564.2791,668.9232,337155.424,337430.4287,275.0047,0.2899,0,0,0,0,0,0,0,0,1,0,1,0
279,280.0,1525.4172,775.682,337630.3806,337955.3403,324.9597,0.2607,0,0,0,0,0,0,0,0,1,0,1,0
280,281.0,1531.6782,671.7446,338197.00299999997,338405.3004,208.2974,0.4333,0,0,0,0,0,0,0,0,1,0,1,0
281,282.0,1575.5615,679.0646,338430.3021,338546.9471,116.645,0.2903,0,0,0,0,0,0,0,0,1,0,1,0
282,283.0,1524.6318,672.9539,338746.9855,338905.2919,158.3064,0.1713,0,0,0,0,0,0,0,0,1,0,1,0
283,284.0,1580.642,604.883,338996.9224,339230.1898,233.2675,0.2872,0,0,0,0,0,0,0,0,1,0,1,0
284,285.0,1484.1072,776.8177,339363.5278,339755.1329,391.6051,0.3484,0,0,0,0,0,0,0,0,1,0,1,0
285,286.0,1506.8914,782.4266,339971.8124,340221.7544,249.942,0.2863,0,0,0,0,0,0,0,0,1,0,1,0
286,287.0,1528.4507,538.6334,340505.0504,340713.3664,208.3161,0.3354,0,0,0,0,0,0,0,0,1,0,1,0
287,288.0,1507.4999,479.6666,340730.0449,340880.0403,149.9954,0.2934,0,0,0,0,0,0,0,0,1,0,1,0
288,289.0,1519.9999,539.9551,341146.6569,341263.31,116.65299999999999,0.0835,0,0,0,0,0,0,0,0,1,0,1,0
289,290.0,1490.8998,527.0283,341271.6475,341454.9494,183.3018,0.2327,0,0,0,0,0,0,0,0,1,0,1,0
290,291.0,1447.9148,761.5814,341596.6007,341671.5921,74.9914,0.1851,0,0,0,0,0,0,0,0,1,0,1,0
291,292.0,1486.9531,759.1532,341679.9678,342188.1989,508.2312,0.3325,0,0,0,0,0,0,0,0,1,0,1,0
292,293.0,1515.7396,569.7505,342271.5253,342379.8586,108.3334,0.2988,0,0,0,0,0,0,0,0,1,0,1,0
293,294.0,1532.2498,533.0374,342429.8733,342621.4998,191.6265,0.1954,0,0,0,0,0,0,0,0,1,0,1,0
294,295.0,1489.251,517.172,342629.834,342779.8165,149.9825,0.2441,0,0,0,0,0,0,0,0,1,0,1,0
295,296.0,1523.4187,531.2573,342879.7939,343038.1099,158.316,0.2758,0,0,0,0,0,0,0,0,1,0,1,0
296,297.0,1470.8903,757.4437,343154.7932,343279.7466,124.9533,0.1787,0,0,0,0,0,0,0,0,1,0,1,0
297,298.0,1494.9281,754.2559,343354.7873,343538.0766,183.2893,0.2995,0,0,0,0,0,0,0,0,1,0,1,0
298,299.0,1516.0969,798.0109,343596.37799999997,343846.3488,249.9708,0.2946,0,0,0,0,0,0,0,0,1,0,1,0
299,300.0,1537.3595,590.4339,344054.674,345179.5661,1124.8921,0.3468,0,0,0,0,0,0,0,0,1,0,1,0
300,301.0,1507.1169,579.5791,345262.8761,345562.869,299.9929,0.2023,0,0,0,0,0,0,0,0,1,0,1,0
301,302.0,1526.4758,604.9231,345629.5442,345912.8004,283.2562,0.3016,0,0,0,0,0,0,0,0,1,0,1,0
302,303.0,1555.3965,614.2329,345937.7998,346104.4803,166.6805,0.2344,0,0,0,0,0,0,0,0,1,0,1,0
303,304.0,1487.3948,642.7238,346429.4148,346546.0632,116.6484,0.3407,0,0,0,0,0,0,0,0,1,0,1,0
304,305.0,1503.0578,746.0166,346629.3747,346779.4099,150.0352,0.2196,0,0,0,0,0,0,0,0,1,0,1,0
305,306.0,1535.0966,785.6137,346804.3647,347112.7114,308.3468,0.3566,0,0,0,0,0,0,0,0,1,0,1,0
306,307.0,1529.5932,608.7892,347720.9395,347795.9341,74.9946,0.2779,0,0,0,0,0,0,0,0,1,0,1,0
307,308.0,1512.6245,658.1178,347879.2538,348104.2341,224.9803,0.2713,0,0,0,0,0,0,0,0,1,0,1,0
308,309.0,1574.1657,697.8915,348379.2164,348504.1673,124.9509,0.255,0,0,0,0,0,0,0,0,1,0,1,0
309,310.0,1558.8921,778.3897,348595.8603,348804.2004,208.34,0.2176,0,0,0,0,0,0,0,0,1,0,1,0
310,311.0,1565.8124,684.1528,348962.4751,349237.4305,274.9555,0.2739,0,0,0,0,0,0,0,0,1,0,1,0
311,312.0,1561.1067,685.4487,349354.0775,349520.7381,166.6606,0.2574,0,0,0,0,0,0,0,0,1,0,1,0
312,313.0,1553.7971,784.3987,349620.7262,349737.3631,116.6369,0.3025,0,0,0,0,0,0,0,0,1,0,1,0
313,314.0,1549.0001,788.2273,349854.0184,350004.0182,149.9997,0.3278,0,0,0,0,0,0,0,0,1,0,1,0
314,315.0,1528.251,783.8003,350262.3246,350720.6197,458.2952,0.2832,0,0,0,0,0,0,0,0,1,0,1,0
315,316.0,1576.5644,673.2261,350953.9172,351237.2155,283.2982,0.3797,0,0,0,0,0,0,0,0,1,0,1,0
316,317.0,1547.1862,630.4059,351370.5236,351520.5147,149.9911,0.1462,0,0,0,0,0,0,0,0,1,0,1,0
317,318.0,1568.2994,596.1957,351553.8377,351662.185,108.3474,0.2393,0,0,0,0,0,0,0,0,1,0,1,0
318,319.0,1567.5499,682.9278,351887.1711,352137.1005,249.9294,0.2914,0,0,0,0,0,0,0,0,1,0,1,0
319,320.0,1678.6107,746.8721,353178.68299999996,353278.7221,100.0391,0.1553,0,0,0,0,0,0,0,0,0,1,1,0
320,321.0,1688.5553,572.6391,353353.6314,353486.9521,133.3207,0.2613,0,0,0,0,0,0,0,0,0,1,1,0
321,322.0,339.2176,607.8257,354020.229,354228.5792,208.3502,0.2732,0,0,0,0,1,0,1,0,0,0,0,0
322,323.0,310.3608,689.8283,354745.2093,354903.4741,158.2648,0.3314,0,0,0,0,1,0,1,0,0,0,0,0
323,324.0,385.3326,682.0024,354920.1264,355011.7961,91.6697,0.1533,0,0,0,0,1,0,1,0,0,0,0,0
324,325.0,404.001,708.0834,355036.8092,355111.8183,75.0091,0.1737,0,0,0,0,1,0,1,0,0,0,0,0
325,326.0,449.3412,707.0876,355195.1497,355286.7649,91.6152,0.2832,0,0,0,0,1,0,1,0,0,0,0,0
326,327.0,199.8333,706.7222,355995.0166,356070.0465,75.0299,0.2392,0,0,0,0,1,0,1,0,0,0,0,0
327,328.0,157.7205,721.689,356169.9977,356328.3377,158.34,0.2924,0,0,0,0,1,0,1,0,0,0,0,0
328,329.0,198.50799999999998,721.5777,356344.9892,356636.6097,291.6205,0.2262,0,0,0,0,1,0,1,0,0,0,0,0
329,330.0,279.9447,720.7245,356661.5988,356761.6053,100.0065,0.201,0,0,0,0,1,0,1,0,0,0,0,0
330,331.0,289.5958,724.4948,356853.2643,356936.5877,83.3234,0.1701,0,0,0,0,1,0,1,0,0,0,0,0
331,332.0,323.3103,709.5811,357019.8928,358003.1313,983.2385,0.3924,0,0,0,0,1,0,1,0,0,0,0,0
332,333.0,461.3916,716.363,358303.1001,358603.0833,299.9833,0.389,0,0,0,0,1,0,1,0,0,0,0,0
333,334.0,1604.3495,485.3425,358769.7514,358919.6999,149.9485,0.3289,0,0,0,0,0,0,0,0,0,1,1,0
334,335.0,681.4204,182.1608,360286.1997,360469.5256,183.326,0.2086,0,1,0,0,0,0,1,0,0,0,0,0
335,336.0,162.8334,607.6667,360986.12200000003,361052.795,66.673,0.0904,0,0,0,0,1,0,1,0,0,0,0,0
336,337.0,634.0409999999999,193.139,362844.2627,363019.2292,174.9665,0.1953,0,1,0,0,0,0,1,0,0,0,0,0
337,338.0,179.3371,255.9496,363169.2128,363269.24299999996,100.0303,0.2355,1,0,0,0,0,0,1,0,0,0,0,0
338,339.0,152.7482,524.8734,364765.6453,364848.9474,83.3021,0.2204,0,0,1,0,0,0,1,0,0,0,0,0
339,340.0,134.757,570.8218,364932.3412,365057.2708,124.9296,0.4095,0,0,0,0,0,0,1,0,0,0,0,0
340,341.0,1556.5509,508.9744,365215.5764,365398.8927,183.3162,0.2187,0,0,0,0,0,0,0,0,1,0,1,0
341,342.0,1680.5361,502.8926,365423.8889,365598.894,175.005,0.1447,0,0,0,0,0,0,0,0,0,1,1,0
342,343.0,1665.9016,418.1308,365615.5371,365765.5132,149.9761,0.2641,0,0,0,0,0,0,0,0,0,1,1,0
343,344.0,1638.826,421.6303,365815.5192,366057.1739,241.6547,0.161,0,0,0,0,0,0,0,0,0,1,1,0
344,345.0,1668.2102,445.2633,366082.1763,366282.1378,199.9615,0.1848,0,0,0,0,0,0,0,0,0,1,1,0
345,346.0,1636.4789,410.3197,366340.4809,366598.7613,258.2804,0.2215,0,0,0,0,0,0,0,0,0,1,1,0
346,347.0,1671.2487,442.1386,366615.4413,366907.0894,291.6481,0.2378,0,0,0,0,0,0,0,0,0,1,1,0
347,348.0,1693.9242,486.8,366915.4658,367165.3607,249.8949,0.3357,0,0,0,0,0,0,0,0,0,1,1,0
348,349.0,1702.8074,517.4509,367173.6928,367698.6312,524.9385,0.2869,0,0,0,0,0,0,0,0,0,1,1,0
349,350.0,1682.3381,536.836,367715.3442,368006.9361,291.592,0.1963,0,0,0,0,0,0,0,0,0,1,1,0
350,351.0,1719.9186,544.8445,368023.6537,368381.9031,358.2493,0.3292,0,0,0,0,0,0,0,0,0,1,1,0
351,352.0,320.908,722.2284,368865.1865,368981.83700000006,116.6505,0.2316,0,0,0,0,1,0,1,0,0,0,0,0
352,353.0,411.108,711.5874,369056.8866,369215.1342,158.2476,0.1984,0,0,0,0,1,0,1,0,0,0,0,0
353,354.0,1720.875,412.75,369565.1125,369631.8079,66.6954,0.2744,0,0,0,0,0,0,0,0,0,1,1,0
354,355.0,1699.3623,500.7488,370348.341,370490.0334,141.6924,0.2599,0,0,0,0,0,0,0,0,0,1,1,0
355,356.0,1662.6875,458.3125,371877.9548,371944.59,66.6352,0.124,0,0,0,0,0,0,0,0,0,1,1,0
356,357.0,1661.4939,458.58,372044.5448,372319.5057,274.9609,0.1868,0,0,0,0,0,0,0,0,0,1,1,0
357,358.0,1706.9971,522.9677,372344.5228,373136.0831,791.5603,0.3646,0,0,0,0,0,0,0,0,0,1,1,0
358,359.0,1757.4704,538.46,373152.7473,373344.3916,191.6443,0.3909,0,0,0,0,0,0,0,0,0,1,1,0
359,360.0,1715.75,513.25,373352.7253,373536.0552,183.33,0.1823,0,0,0,0,0,0,0,0,0,1,1,0
360,361.0,1671.0661,486.99300000000005,373552.7172,373677.6992,124.9819,0.2516,0,0,0,0,0,0,0,0,0,1,1,0
361,362.0,1676.9482,459.3449,373694.3533,373960.9901,266.6368,0.3411,0,0,0,0,0,0,0,0,0,1,1,0
362,363.0,1715.9811,465.7078,374002.6527,374252.626,249.9733,0.2904,0,0,0,0,0,0,0,0,0,1,1,0
363,364.0,1649.641,481.898,374269.2913,374785.9021,516.6108,0.3653,0,0,0,0,0,0,0,0,0,1,1,0
364,365.0,1662.3,447.0333,374794.2338,374919.2181,124.9843,0.2409,0,0,0,0,0,0,0,0,0,1,1,0
365,366.0,1692.77,469.8817,374935.8969,375110.86600000004,174.96900000000002,0.3207,0,0,0,0,0,0,0,0,0,1,1,0
366,367.0,1719.1041,470.625,375119.1974,375335.8409,216.6435,0.2854,0,0,0,0,0,0,0,0,0,1,1,0
367,368.0,1690.378,462.1831,375352.5412,375435.8299,83.2888,0.255,0,0,0,0,0,0,0,0,0,1,1,0
368,369.0,1689.0,423.5455,375519.1997,375610.8577,91.65799999999999,0.1031,0,0,0,0,0,0,0,0,0,1,1,0
369,370.0,1715.5625,417.0,375627.4975,375694.1361,66.6386,0.28,0,0,0,0,0,0,0,0,0,1,1,0
370,371.0,1697.8751,584.4376,375852.4486,375952.44,99.9914,0.1766,0,0,0,0,0,0,0,0,0,1,1,0
371,372.0,1661.0865,611.7761,375985.7703,376227.4085,241.6383,0.3984,0,0,0,0,0,0,0,0,0,1,1,0
372,373.0,1712.2359,525.4458,377702.2454,378027.2079,324.9624,0.4033,0,0,0,0,0,0,0,0,0,1,1,0
373,374.0,1702.335,452.50199999999995,378210.5218,378552.1521,341.6303,0.3428,0,0,0,0,0,0,0,0,0,1,1,0
374,375.0,1725.5153,471.9349,378677.1376,378943.7765,266.6388,0.3456,0,0,0,0,0,0,0,0,0,1,1,0
375,376.0,1697.1979,620.5045,379235.4094,379302.0658,66.6564,0.1651,0,0,0,0,0,0,0,0,0,1,1,0
376,377.0,1504.371,492.6901,379777.0184,379926.9993,149.9809,0.2567,0,0,0,0,0,0,0,0,1,0,1,0
377,378.0,1626.5057,638.4997,380418.6536,380510.2688,91.6152,0.1729,0,0,0,0,0,0,0,0,0,1,1,0
378,379.0,1688.8508,519.1939,381151.8787,381426.8367,274.95799999999997,0.2693,0,0,0,0,0,0,0,0,0,1,1,0
379,380.0,1697.0932,608.1122,384395.5438,384670.5197,274.9759,0.1905,0,0,0,0,0,0,0,0,0,1,1,0
380,381.0,1625.556,628.4521,384695.5134,384920.4979,224.9845,0.2389,0,0,0,0,0,0,0,0,0,1,1,0
381,382.0,1494.0377,754.2130000000001,385478.7571,385612.1127,133.3556,0.275,0,0,0,0,0,0,0,0,1,0,1,0
382,383.0,1681.5293,578.5625,386020.3811,386270.336,249.9549,0.3425,0,0,0,0,0,0,0,0,0,1,1,0
